;;;;;;;;;;;;
18;0.412884;172.16.219.192;255.255.255.255;UDP;214;000055aa00000000000000130000009c0000000034289550d699db7a9035abc487d143385e6013f629b5cae6d1c7e5f220c210f23646c360f5808bf7b49965b0ac776d546fdd8d17ae3cf6bbcde1b9f91a02f9ce59bd59981c26d5958da187e096d937c840b1058c6d8cd9456f3f7e28eed4932b426abdb8016eecf50fe1b4d75bfa4bc496d91181bf562627726d848f6447d36b8494c932e298de410f638ed8bf10587a75e6e1ec0000aa55;63776 → 6667 Len=172;;;;;
19;0.412885;172.16.184.91;224.0.0.251;MDNS;98;;"Standard query 0x0000 TXT wendy❤️._companion-link._tcp.local, ""QM"" question";;;;;
20;0.413127;fe80::41e:385d:d886:5509;ff02::fb;MDNS;118;;"Standard query 0x0000 TXT wendy❤️._companion-link._tcp.local, ""QM"" question";;;;;
21;0.413746;172.16.180.77;224.0.0.251;MDNS;218;;Standard query response 0x0000 TXT, cache flush NSEC, cache flush wendy❤️._companion-link._tcp.local;;;;;
22;0.414115;fe80::f5:8b21:3f62:fe9f;ff02::fb;MDNS;238;;Standard query response 0x0000 TXT, cache flush NSEC, cache flush wendy❤️._companion-link._tcp.local;;;;;
23;0.414116;aa:fb:de:9e:02:85;Broadcast;ARP;56;;Who has 172.16.178.199? (ARP Probe);;;;;
24;0.414117;HewlettPacka_b3:aa:0e;Broadcast;ARP;56;;Who has 172.16.186.91? Tell 172.16.128.1;;;;;
25;0.414421;ee:49:22:09:18:4f;Broadcast;ARP;56;;Who has 172.16.146.93? Tell 172.16.166.172;;;;;
26;0.505543;172.16.178.52;172.16.146.93;MDNS;86;;"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question";;;;;
27;0.505582;172.16.178.52;172.16.175.146;MDNS;86;;"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question";;;;;
28;0.534263;81.56.5.234;172.16.178.52;UDP;82;80020000000001ef000000002efd7a5c39efda980000631f000001950000007f0000000000000007;11969 → 58607 Len=40;;;;;
29;0.534675;172.16.178.52;81.56.5.234;UDP;62;80060000000001ef00000000396fc68900000000;58607 → 11969 Len=20;;;;;
30;0.545339;81.56.5.234;172.16.178.52;UDP;371;798fa4dcc00003d517e3fb142efd7a5c0052070276110131421000064070726f746f4210000d626f64792d636f6e74696e75650101001000046461746501046904b8691000047479706510000668656164657210000776657273696f6e421000056d616a6f720101071000056d696e6f72010100404010000474797065100008726573706f6e7365100005616c69766501019610000d6d6973635f726573706f6e73650101001000067365727665724210000364736d421000056275696c64010400011c661000036669780101041000056d616a6f720101071000056d696e6f72010102100006756e6971756510001673796e6f6c6f67795f727464313239365f64733231384010000f7061636b6167655f76657273696f6e421000056275696c6401023eef1000056d616a6f720101031000046d696e690101021000056d696e6f72010105404040;11969 → 58607 Len=329;;;;;
31;0.545530;172.16.178.52;81.56.5.234;UDP;82;800200000000031300000000396fc689798fa4dd00006239000000b60000008000000000000003f9;58607 → 11969 Len=40;;;;;
32;0.557709;172.16.178.52;81.56.5.234;UDP;226;39efda98c00002bc17ec7736396fc68900520702778000a0160301009b0100009703033a884ec402488ae1ba9c5d7d6ff5f2a12587dab73b3daa9fe4634a3d5e8b197e000016c02cc030cca9cca8c02bc02fc024c028c023c02700ff01000058000b000403000102000a000c000a001d0017001e00190018002300000016000000170000000d0030002e040305030603080708080809080a080b080408050806040105010601030302030301020103020202040205020602;58607 → 11969 Len=184;;;;;
33;0.571096;81.56.5.234;172.16.178.52;UDP;62;8006000000000313000000002efd7a5c00000000;11969 → 58607 Len=20;;;;;
34;0.583300;81.56.5.234;172.16.178.52;UDP;82;80020000000001f0000000002efd7a5c39efda99000062f100000134000000800000000000000007;11969 → 58607 Len=40;;;;;
35;0.583614;172.16.178.52;81.56.5.234;UDP;62;80060000000001f000000000396fc68900000000;58607 → 11969 Len=20;;;;;
36;0.604595;81.56.5.234;172.16.178.52;UDP;1466;[…]798fa4ddc00003d617e4de8e2efd7a5c005207027258057816030300410200003d030309366b532b351bb69119d7e14a5fd1e1555e4bd07e2acacd444f574e4752440100c030000015ff01000100000b00040300010200230000001700001603030a390b000a35000a320005233082051f30820407a0030201020212051660783424c6ed8dd597c1425a7e8d270d300d06092a864886f70d01010b05003033310b300906035504061302555331163014060355040a130d4c6574277320456e6372797074310c300a06035504031303523133301e170d3235313031353035323235325a170d3236303131333035323235315a3020311e301c060355040313156361736162617264692e73796e6f6c6f67792e6d6530820122300d06092a864886f70d01010105000382010f003082010a0282010100b3cecf6c3c70a6eb89c43a90b25c41ffedada35c35cf7d3a5a7053ce196c89bf6585070e3e3e606702a94646c325fcdedb0f4e54b3bee29542c4e745f12d231b7afdcfa43f42db5f3d04a2f9211d13395d3fbf2e39ffe5010b31988aab2bdbb30d8328a35bfbd014561af01bd49eb85b2c917263c345d35a7fa9d01d6127d2a970e3101ec8e641fc137be4dcbc0e6731b35a7c201828f8bc612c8243f9518aeed25563756229df6e7383f6a4117086a97dcf02ed28bd97e167a93c52255f6b5482f958e59c5634f406a4ba86268c409aa48b694d4d0f8b7a3c6232d74994b12f9faccdcf69fd9bce36eb152a02ee816e5176a8573fbf19447273ebedf59fe12b0203010001a382023e3082023a300e0603551d0f0101ff0404030205a0301d0603551d250416301406082b0601050507030106082b06010505070302300c0603551d130101ff04023000301d0603551d0e0416041489e225c4e5143b7a03febf41d3abcb3e0aaa26a4301f0603551d23041830168014e7ab9f0f2c33a053d35e4f78c8b2840e3bd69233303306082b0601050507010104273025302306082b060105050730028617687474703a2f2f7231332e692e6c656e63722e6f72672f30390603551d110432303082172a2e6361736162617264692e73796e6f6c6f67792e6d6582156361736162617264692e73796e6f6c6f67792e6d6530130603551d20040c300a3008060667810c010201302e0603551d1f042730253023a021a01f861d687474703a2f2f7231332e632e6c656e63722e6f72672f31342e63726c30820104060a2b06010401d6790204020481f50481f200f00076006411c46ca412eca7891ca2022e00bcab4f2807d41e3527abeafed503c97dcdf000000199e687c8d10000040300473045022100df67b636fb54dc85156846bd4410e60fa529ade54538418ab1d987b56e1f22320220461956a2fceaed59eeee05bc6452321fdf2a8dfa0e57d0ab0;11969 → 58607 Len=1424;;;;;
37;0.604939;172.16.178.52;81.56.5.234;UDP;82;800200000000031400000000396fc689798fa4de00006292000000f30000008000000000000003f9;58607 → 11969 Len=40;;;;;
38;0.609972;81.56.5.234;172.16.178.52;UDP;1466;[…]798fa4dec00003d717e4f18e2efd7a5c005207027258057800050930820505308202eda00302010202105a00f212d8d4b480f3924157ea298305300d06092a864886f70d01010b0500304f310b300906035504061302555331293027060355040a1320496e7465726e65742053656375726974792052657365617263682047726f7570311530130603550403130c4953524720526f6f74205831301e170d3234303331333030303030305a170d3237303331323233353935395a3033310b300906035504061302555331163014060355040a130d4c6574277320456e6372797074310c300a0603550403130352313330820122300d06092a864886f70d01010105000382010f003082010a0282010100a567708dd0568164151761cdb906d4ad19908c2650379816639254dbd9cc840593ecd3ec081ba0605143487d2bc748969eb42dda9dc8273b57a19fabf0d60ed40e30ca6f9bb1d1d6a49d323e584e356f4558687117fc3ed85d82a02fb2516cb01a5db859ce3565c88ba1af1037ffe39c5dc2491734ff8c2b8b8df0bc712c930c1d05c4bac7cdaac95e7cd1c901f79c03f6fc0a5df4da7be6db764270ebf44d22da00776fd6c95f17fdda752ea5570cf6ea5cb6e073a568cfa174e275827e109fc1f5a2eb01e938b10a44ccd3c289f54935820a34b31ce988c2474e820e0a36f0474f8af1290475dacde19a5cff5e9d9895ba9a43d04aa21705010430d332b38f0203010001a381f83081f5300e0603551d0f0101ff040403020186301d0603551d250416301406082b0601050507030206082b0601050507030130120603551d130101ff040830060101ff020100301d0603551d0e04160414e7ab9f0f2c33a053d35e4f78c8b2840e3bd69233301f0603551d2304183016801479b459e67bb6e5e40173800888c81a58f6e99b6e303206082b0601050507010104263024302206082b060105050730028616687474703a2f2f78312e692e6c656e63722e6f72672f30130603551d20040c300a3008060667810c01020130270603551d1f0420301e301ca01aa0188616687474703a2f2f78312e632e6c656e63722e6f72672f300d06092a864886f70d01010b0500038202010051375852a1229b35bb4dbaceca92ea09f2fb54ec187ff43bf4e1f97072c265e8207d08437289e593b2a087c6f4be2fbf5ee5aeec237c9ff50f7a0d6fa371beb5a5e2aebcadb614229c01c6c1cfd475b3b28096bdcee05c572aa81f70974d70c89d3fbc6be73768454c2764adfa94a7e1e77e5a40e9f228ec8a3bc4c85c04e3b86e956d0bb738e0f5f395e4f9ab83fcf159b46e2fe9340c10c71097a79c2b007a7edcdf93e6c7b8e9989fc7b60461727cf4ca3481bf2230e8bd5022ea640afd9204e0d3ff10c3de07d04322afeaba15e06d8485f13202c5a99;11969 → 58607 Len=1424;;;;;
39;0.610464;81.56.5.234;172.16.178.52;UDP;305;798fa4dfc00003d817e4f19c2efd7a5c0052070277cf00ef82d73db231e3f21fa8e9b730d8039584cb2b2721ffd42a7945d29b79b29dafffaf8ab4a4fe888cdd9e9f36f5106a4fd7995c207aa04f6974083148b24cd017440bde399872bc2961a6e98c24bced55865e990aefae82b74b4b0ed11d034231a6927e6107c7ff5e7905afa8a07be6461589ac7de2d9d2270ad9c7ab0d140b97c5d25dd57968f2e26bc5824ef11933e0cab45855a7d0808193d6024ecce9847d437d5e5d70ef4128a1b58a1cc8b9eac2be36d95e00093d558b5609fe16d61ab050963658b1d3404808caf77d800bf8a73c2e85b5917bcf77193dbc4ae11223f3d9b1f35890984116030300040e000000;11969 → 58607 Len=263;;;;;
40;0.610570;172.16.178.52;81.56.5.234;UDP;74;800200000000031500000000396fc689798fa4e000006292000000f30000007f;58607 → 11969 Len=32;;;;;
41;0.622546;172.16.178.52;81.56.5.234;UDP;192;39efda99c00002bd17ed7418396fc68900520702775e007e1603030046100000424104fe70b19d2ead8158b36b0ff56522a21aaf51ff30638b02304badc5d617f11a315b9641cd2599e94424bdb7a184a2515ec8a9cde86fe855786aab668a74c27432140303000101160303002877b6a2bae27f5f6d8a6fbc77eb8514b0e5e02663e90811b66023c3b7a32237b3bcb24778269bafe8;58607 → 11969 Len=150;;;;;
42;0.629634;81.56.5.234;172.16.178.52;UDP;62;8006000000000314000000002efd7a5c00000000;11969 → 58607 Len=20;;;;;
43;0.738596;172.16.178.52;81.56.5.234;UDP;82;800200000000031600000000396fc689798fa4e000006260000001180000008100000000000003f9;58607 → 11969 Len=40;;;;;
44;0.754173;81.56.5.234;172.16.178.52;UDP;82;80020000000001f1000000002efd7a5c39efda9a000062d0000000b0000000800000000000000007;11969 → 58607 Len=40;;;;;
45;0.754357;172.16.178.52;81.56.5.234;UDP;62;80060000000001f100000000396fc68900000000;58607 → 11969 Len=20;;;;;
46;0.763626;81.56.5.234;172.16.178.52;UDP;62;8006000000000316000000002efd7a5c00000000;11969 → 58607 Len=20;;;;;
47;0.764823;81.56.5.234;172.16.178.52;UDP;292;798fa4e0c00003d917e754372efd7a5c0052070277c200e216030300aa040000a600001c2000a00ae73a2ee2df98f27a8828f789a4be89b8134caca45f15436b072bc7443afeb27e8ce485540670e447de6bed7ab1900c4365325f85a8983f2e862933cefd5e4a6add62ce0f654a33d300db01bfc1f5d53e9f99bfe13324392c5fbfedcdde7521b11b02119f246fcc3b2d35f3db2accc52c07987f48e617ead1886f5e6db84530ffc578a698ab059b6bdcfdc1e51a61bcd7e705a0aafec13f7e3d4254d38be2441403030001011603030028ef99a0a52d1f8cd3bcb2565fd0fab4c4f9408df941e49cf1711c040c07dfe17893a02db24f2ee838;11969 → 58607 Len=250;;;;;
48;0.874442;172.16.178.52;81.56.5.234;UDP;82;800200000000031700000000396fc689798fa4e10000626c000000b50000008000000000000003f9;58607 → 11969 Len=40;;;;;
49;0.885533;172.16.178.52;81.56.5.234;UDP;1466;[…]39efda9ac00002be17f17767396fc6890052070272580578170303001c77b6a2bae27f5f6e79e9170544f3dc8641b249da530cd5fac4fc3feb170303001977b6a2bae27f5f6f4e0062b22469a5db7a4a836b74d55bfb0e170303001977b6a2bae27f5f70376f71039c271317cfcca13716894847f4170303001a77b6a2bae27f5f7144059052d332aec8d93918097d55e6d25498170303001977b6a2bae27f5f72a0701ad5961b65aa11d566d190eccf99e5170303001977b6a2bae27f5f73c3daba1b46c70c770c220cab94cc62ed62170303001a77b6a2bae27f5f74b99c93ccf3be5c75430d940b27d8fa41e929170303001e77b6a2bae27f5f7549db895404d245006054992c2437abc85ce0052e28ec170303001977b6a2bae27f5f769b0c5031f8632b94d78455b6521f31a51e170303001977b6a2bae27f5f775452382bd1b5869157cad291f570c73c65170303001a77b6a2bae27f5f7847cabbc881e8d45b618cea4f711e2ed59125170303002577b6a2bae27f5f7934483d661f128d32024c3ac7f6cecb8adb3753d3e7b7e87f606e442fb3170303001977b6a2bae27f5f7a77f9de947d7ef15f08be469d7adaf474e5170303001977b6a2bae27f5f7b281be1c61ad3615bc084f230a24fc0a745170303001977b6a2bae27f5f7c23fdb4f913ae3ecac560ff13fba6aeea8a170303001977b6a2bae27f5f7dff921b08c0ffed541f7ce872afd67df586170303001a77b6a2bae27f5f7eff956ca20ee820e52d12bb459fdbf943639c170303001c77b6a2bae27f5f7fd28aca0c5d9e16b650aa124ecd1b360cefb4dd68170303001977b6a2bae27f5f8062327c58bf4891a32149944e544ebd81ef170303001977b6a2bae27f5f81006be4dc0ab3e1a1e580356a85c2840db8170303001c77b6a2bae27f5f821938f4d2f42a84ce27e4cc32dcc65d560ccea69c170303001977b6a2bae27f5f831be2457089cc1f4ccd5339fef5570a036f170303001a77b6a2bae27f5f84e6995d5ab4a3f31b424fe7901f455eba8708170303001c77b6a2bae27f5f8590c4ebe8df7b61738912980fd5f67d85e7ee5647170303001977b6a2bae27f5f86ebfa06443156471b0c1fe18999b3ee2ed5170303001a77b6a2bae27f5f873956d542b5d4d8412fd8050ebf87eb3b9fd4170303001e77b6a2bae27f5f88eb3947c805aa0e2d14aded5776ef5eeb5e69ad218276170303001977b6a2bae27f5f8975abb664d907c7a081c80a7fa909bc89eb170303001a77b6a2bae27f5f8a5421777b62293f1efb4ac82c1f219f873a3e170303001f77b6a2bae27f5f8b0af2331ed77050a43e26063239a05a88baad926cba0ad2170303001977b6a2bae27f5f8c53a9c228a054102419bdfc87af603363f5170303001977b6a2bae27f5f8dfe3d7a39ca6c3;58607 → 11969 Len=1424;;;;;
50;0.895775;172.16.178.52;81.56.5.234;UDP;1466;[…]39efda9bc00002bf17f19fe4396fc6890052070272580578463c16287ecd62170303001977b6a2bae27f5f9b2acaa6d9de44d74b7ea38eee3efca503d7170303001a77b6a2bae27f5f9cc9ff6ed663e3389be37f712a43a906a528d0170303001e77b6a2bae27f5f9d70628677bd98757bb801269df4d2ac1bc44db5b5a752170303001977b6a2bae27f5f9eeb0774ff682e6f0d718dedcd2a5f7ea172170303001a77b6a2bae27f5f9f9eaf00be3b7ce8061bc49b341e05e2017919170303002777b6a2bae27f5fa0a6108bd29e9b5b30a98871573cf2c562fbe340a60abf598915ba61af541bfe170303001977b6a2bae27f5fa147dc62e426e444d19ee25208584c4a1fb9170303001a77b6a2bae27f5fa220cddea5fd20f016e635cfdf0dc523a33a68170303001d77b6a2bae27f5fa32483109eb58684ab09f2d056be78020339f2e4e2ce170303001977b6a2bae27f5fa43a173813b8ab0c33380ac7911261142a5c170303001977b6a2bae27f5fa548af11e7299ebf2f5534498ff2b80cb546170303001a77b6a2bae27f5fa6164415cbfd3237d3ca25f35ef54fcbb427a6170303002077b6a2bae27f5fa7f8d7417bed2dfd46a47549791e7fe86457ec44a69425caf1170303001977b6a2bae27f5fa8303693104d9d3d4b07aff5f0273bbda18b170303001a77b6a2bae27f5fa953f626564c63888911f5eb478eb3d8218285170303001b77b6a2bae27f5faa05287397009314a94548cf69f0526da7a23289170303001977b6a2bae27f5fabd125020deeabaf39f169290ce27d142657170303001a77b6a2bae27f5facfb3ae5c82cd124afab107c36406fc29eab5c170303001c77b6a2bae27f5fade2e1fb08f27e965923cecd83e8ac5f360da38283170303001977b6a2bae27f5fae6b441ea81f4c66b9b65ffb70a74689a3e2170303001a77b6a2bae27f5faf9c420f2d4fbdf6c06ce296b61fd982b5065d170303001d77b6a2bae27f5fb02f32e960cdb1b05821518533a4ed46f26bb4f869de170303001977b6a2bae27f5fb1243b278f5545c183b9109fca81e0505f2b170303001a77b6a2bae27f5fb2cc7b672f6a29cd237e37f21b3fd27a872bdd170303001f77b6a2bae27f5fb39429aa43defe3f9b8295377d093b50441ade7f169cfc8f170303001977b6a2bae27f5fb4127a267004fa7f2942b3877965b8e0e5e2170303001977b6a2bae27f5fb5263f3c0dfbeadae03b2a442cf4ce438b1f170303001a77b6a2bae27f5fb62d5f50486b72d75c78b902ce63f440708642170303001d77b6a2bae27f5fb7b8da79de8874cdbff726de1b98aab4cc3f7f7be4b6170303001977b6a2bae27f5fb8dede0a5f402c38b6031798e4a791e0051b170303001977b6a2bae27f5fb9a3fc4ed8b320ed01e8be4217f7668a4b0b170;58607 → 11969 Len=1424;;;;;
51;0.895803;172.16.178.52;81.56.5.234;UDP;1124;[…]39efda9cc00002c017f1a040396fc689005207027302042277b6a2bae27f5fc7a97fd3cc78ec3aa6d9b8702689a4142ea5170303001a77b6a2bae27f5fc82bc9b2e3ccdcfd9c092ccb5a7e6f4f1971b8170303001d77b6a2bae27f5fc922dac5b8cc5c9b465f3018eb1ebd1c861580ee102c170303001977b6a2bae27f5fca3b48fd3a8b40b1a4e2be6419d2719bcf95170303001977b6a2bae27f5fcbce89ddb9e85c3bb633c8a03e4b17bf6fea170303001977b6a2bae27f5fcc0b360c5818caec100e9f157e70501cd3b6170303001977b6a2bae27f5fcd3fff387df907c716955e185e83e552d8c4170303001977b6a2bae27f5fce79c79d6f07f7d6098fcd4181461f9d1016170303001977b6a2bae27f5fcf5d79151370ca270c5c393d18e2dca7fc2b170303001a77b6a2bae27f5fd03cb0a4b34f44baecc9a5a81f52dc672f0e16170303002077b6a2bae27f5fd16d5749260bdbde71d87f6a4b4bcd7c7e796170f49a3a35ff170303001977b6a2bae27f5fd2f35d0ab99906d7a5d1762d6c5bf9639e75170303001977b6a2bae27f5fd3d661fc0a39fc911e54e19072ab470796ae170303001977b6a2bae27f5fd49efc87342361bac4f1ce19689fcf6f22c5170303001977b6a2bae27f5fd5088a970f2988d834123d9fefbfb51911fc170303001a77b6a2bae27f5fd64460b42bb7405d813b24da4171652e6fa0bb170303002177b6a2bae27f5fd7d4af45bb967fc5a937fb3e9511b7c0699aa8c229f9de8e321f170303001977b6a2bae27f5fd8ebc70bb759614bdc6e29f5fc489a3416d3170303001977b6a2bae27f5fd992b35815ab9c38d815b0246014df08f3d2170303001a77b6a2bae27f5fda1cf44f085af8beea46a710434531753778b8170303002277b6a2bae27f5fdb6c4a177714aa6f6bf8ac79588de78ede49f1bb8bd12dab3f9cdc170303001977b6a2bae27f5fdc567e20b18d6b644bbe8f599c136c0d1222170303001a77b6a2bae27f5fdd0f6169f65216a214f7c11c5cad8641affc33170303003877b6a2bae27f5fde037fad5e9d6a0735c6f78c500ab2e005988a7d11914c1a3f63bfc9c66878778803118fc2832ed317c3b8359eae5e8d21170303001977b6a2bae27f5fdf6482ab0170efac3513fab5777465f959f9170303001977b6a2bae27f5fe083c546dfb968426f1e66efa99b68e8f7ee170303001a77b6a2bae27f5fe14e5a559006b418534c7a7bb0bc9cf9e949ed170303001f77b6a2bae27f5fe229db650ea8efb401a22a374d4d31b8a22607d5f99c74b1170303001977b6a2bae27f5fe33d24b9df73df9e3ffafbccbef4c357ac1f170303001a77b6a2bae27f5fe49f0d10979e4ccff8b1eb9ede82775e6438de170303003877b6a2bae27f5fe539790f74d85b1456d0002b0d6d74d89bf;58607 → 11969 Len=1082;;;;;
52;0.899543;81.56.5.234;172.16.178.52;UDP;62;8006000000000317000000002efd7a5c00000000;11969 → 58607 Len=20;;;;;
53;0.921141;81.56.5.234;172.16.178.52;UDP;62;8003000000000000000000002efd7a5c39efda9b;11969 → 58607 Len=20;;;;;
54;0.921398;172.16.178.52;81.56.5.234;UDP;1466;[…]39efda9bc00002bf17f203fb396fc6890052070272580578463c16287ecd62170303001977b6a2bae27f5f9b2acaa6d9de44d74b7ea38eee3efca503d7170303001a77b6a2bae27f5f9cc9ff6ed663e3389be37f712a43a906a528d0170303001e77b6a2bae27f5f9d70628677bd98757bb801269df4d2ac1bc44db5b5a752170303001977b6a2bae27f5f9eeb0774ff682e6f0d718dedcd2a5f7ea172170303001a77b6a2bae27f5f9f9eaf00be3b7ce8061bc49b341e05e2017919170303002777b6a2bae27f5fa0a6108bd29e9b5b30a98871573cf2c562fbe340a60abf598915ba61af541bfe170303001977b6a2bae27f5fa147dc62e426e444d19ee25208584c4a1fb9170303001a77b6a2bae27f5fa220cddea5fd20f016e635cfdf0dc523a33a68170303001d77b6a2bae27f5fa32483109eb58684ab09f2d056be78020339f2e4e2ce170303001977b6a2bae27f5fa43a173813b8ab0c33380ac7911261142a5c170303001977b6a2bae27f5fa548af11e7299ebf2f5534498ff2b80cb546170303001a77b6a2bae27f5fa6164415cbfd3237d3ca25f35ef54fcbb427a6170303002077b6a2bae27f5fa7f8d7417bed2dfd46a47549791e7fe86457ec44a69425caf1170303001977b6a2bae27f5fa8303693104d9d3d4b07aff5f0273bbda18b170303001a77b6a2bae27f5fa953f626564c63888911f5eb478eb3d8218285170303001b77b6a2bae27f5faa05287397009314a94548cf69f0526da7a23289170303001977b6a2bae27f5fabd125020deeabaf39f169290ce27d142657170303001a77b6a2bae27f5facfb3ae5c82cd124afab107c36406fc29eab5c170303001c77b6a2bae27f5fade2e1fb08f27e965923cecd83e8ac5f360da38283170303001977b6a2bae27f5fae6b441ea81f4c66b9b65ffb70a74689a3e2170303001a77b6a2bae27f5faf9c420f2d4fbdf6c06ce296b61fd982b5065d170303001d77b6a2bae27f5fb02f32e960cdb1b05821518533a4ed46f26bb4f869de170303001977b6a2bae27f5fb1243b278f5545c183b9109fca81e0505f2b170303001a77b6a2bae27f5fb2cc7b672f6a29cd237e37f21b3fd27a872bdd170303001f77b6a2bae27f5fb39429aa43defe3f9b8295377d093b50441ade7f169cfc8f170303001977b6a2bae27f5fb4127a267004fa7f2942b3877965b8e0e5e2170303001977b6a2bae27f5fb5263f3c0dfbeadae03b2a442cf4ce438b1f170303001a77b6a2bae27f5fb62d5f50486b72d75c78b902ce63f440708642170303001d77b6a2bae27f5fb7b8da79de8874cdbff726de1b98aab4cc3f7f7be4b6170303001977b6a2bae27f5fb8dede0a5f402c38b6031798e4a791e0051b170303001977b6a2bae27f5fb9a3fc4ed8b320ed01e8be4217f7668a4b0b170;58607 → 11969 Len=1424;;;;;
55;0.921557;81.56.5.234;172.16.178.52;UDP;82;80020000000001f2000000002efd7a5c39efda9d00006281000000d90000007e0000000000000007;11969 → 58607 Len=40;;;;;
56;0.921686;172.16.178.52;81.56.5.234;UDP;62;80060000000001f200000000396fc68900000000;58607 → 11969 Len=20;;;;;
